study,income,method,part_gender,part_age,age3cat,aged_5_to_18,aged_over_18,hh_size,student,employment,weekday,tot_contacts,tot_contacts_no_add,tot_phys,tot_nonphys,tot_dur_under_1hr,tot_dur_1hr_plus,tot_home,tot_school,tot_work,tot_work_no_additional,tot_other,prop_home,prop_school,prop_work,prop_other,prop_cont_male,prop_cont_female,prop_cont_age1,prop_cont_age2,prop_cont_age3
Fiji_Neal,UMIC,Interview,Male,65,3,0,1,6,0,0,1,5,5,3,2,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.6000000238,.400000006,0
Fiji_Neal,UMIC,Interview,Male,61,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,1,0,.200000003,.8000000119,0
Fiji_Neal,UMIC,Interview,Female,35,2,0,1,6,0,0,1,5,5,2,3,0,5,5,0,0,0,0,1,0,0,0,1,0,.200000003,.6000000238,.200000003
Fiji_Neal,UMIC,Interview,Female,26,2,0,1,7,0,0,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.5,.1666666716,.3333333433
Fiji_Neal,UMIC,Interview,Female,21,2,0,1,12,0,0,1,11,11,5,6,0,11,11,0,0,0,0,1,0,0,0,.7272727489,.2727272809,.5454545617,.3636363745,.0909090936
Fiji_Neal,UMIC,Interview,Female,52,2,0,1,5,0,0,1,4,4,2,2,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,0,1,0,0,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,23,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,43,2,0,1,9,0,0,1,8,8,3,5,0,8,8,0,0,0,0,1,0,0,0,.625,.375,.25,.75,0
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,10,0,0,1,9,9,5,4,0,9,9,0,0,0,0,1,0,0,0,.555555582,.4444444478,.6666666865,.1111111119,.2222222239
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,5,0,0,1,4,4,1,3,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.25,.75,0
Fiji_Neal,UMIC,Interview,Female,31,2,0,1,8,0,1,1,7,7,4,3,0,7,7,0,0,0,0,1,0,0,0,.571428597,.4285714328,.4285714328,.571428597,0
Fiji_Neal,UMIC,Interview,Female,33,2,0,1,7,0,0,1,6,6,6,0,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.8333333135,.1666666716,0
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,7,0,0,1,9,9,3,6,0,9,6,0,0,0,3,.6666666865,0,0,.3333333433,.555555582,.4444444478,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,36,2,0,1,5,0,1,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.5,.25,.25
Fiji_Neal,UMIC,Interview,Female,27,2,0,1,6,0,0,1,5,5,3,2,0,5,3,0,0,0,2,.6000000238,0,0,.400000006,.6000000238,.400000006,.400000006,.6000000238,0
Fiji_Neal,UMIC,Interview,Female,31,2,0,1,6,0,0,1,5,5,3,2,0,5,3,0,0,0,2,.6000000238,0,0,.400000006,.400000006,.6000000238,.400000006,.6000000238,0
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.75,.25,0,.75,.25
Fiji_Neal,UMIC,Interview,Female,52,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.200000003,.400000006,.400000006
Fiji_Neal,UMIC,Interview,Female,26,2,0,1,9,0,0,1,8,8,6,2,0,8,8,0,0,0,0,1,0,0,0,.375,.625,.625,.25,.125
Fiji_Neal,UMIC,Interview,Female,43,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Male,44,2,0,1,5,0,1,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.25,.75,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,28,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,48,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,0,.5
Fiji_Neal,UMIC,Interview,Female,20,2,0,1,7,0,0,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,38,2,0,1,8,0,0,1,7,7,7,0,0,7,7,0,0,0,0,1,0,0,0,.571428597,.4285714328,.7142857313,.2857142985,0
Fiji_Neal,UMIC,Interview,Female,67,3,0,1,5,0,0,1,4,4,2,2,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,53,2,0,1,4,0,1,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,0,1,0,0,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.3333333433,.6666666865,0,.3333333433,.6666666865
Fiji_Neal,UMIC,Interview,Female,51,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.200000003,.6000000238,.200000003
Fiji_Neal,UMIC,Interview,Female,35,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,29,2,0,1,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.375,.625,.5,.375,.125
Fiji_Neal,UMIC,Interview,Female,43,2,0,1,10,0,0,1,9,9,3,6,0,9,9,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.2222222239,.555555582,.2222222239
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.200000003,.8000000119,.8000000119,.200000003,0
Fiji_Neal,UMIC,Interview,Female,23,2,0,1,15,0,0,1,14,14,3,11,0,14,14,0,0,0,0,1,0,0,0,.571428597,.4285714328,.2142857164,.5,.2857142985
Fiji_Neal,UMIC,Interview,Female,45,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,23,2,0,1,5,0,0,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.5,.25,.25
Fiji_Neal,UMIC,Interview,Female,24,2,0,1,4,0,1,1,3,3,2,1,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.3333333433,.3333333433
Fiji_Neal,UMIC,Interview,Female,51,2,0,1,4,0,0,1,3,3,1,2,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,9,0,0,1,8,8,6,2,0,8,8,0,0,0,0,1,0,0,0,.5,.5,.625,.25,.125
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,7,0,0,1,6,6,3,3,0,6,6,0,0,0,0,1,0,0,0,.5,.5,.3333333433,.5,.1666666716
Fiji_Neal,UMIC,Interview,Female,65,3,0,1,5,0,0,1,4,4,1,3,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,59,2,0,1,5,0,0,1,4,4,1,3,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,36,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.8000000119,.200000003,.6000000238,.400000006,0
Fiji_Neal,UMIC,Interview,Female,51,2,0,1,10,0,0,1,9,9,6,3,0,9,9,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.4444444478,.2222222239
Fiji_Neal,UMIC,Interview,Female,38,2,0,1,6,0,1,1,5,5,4,1,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.6000000238,.400000006,0
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,42,2,0,1,6,0,0,1,5,5,3,2,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.400000006,.400000006,.200000003
Fiji_Neal,UMIC,Interview,Female,28,2,0,1,5,0,0,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,31,2,0,1,7,0,0,1,6,6,2,4,0,6,6,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.1666666716,.8333333135,0
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.6000000238,.400000006,0
Fiji_Neal,UMIC,Interview,Female,47,2,0,1,9,0,1,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.625,.375,.5,.375,.125
Fiji_Neal,UMIC,Interview,Female,27,2,0,1,12,0,0,1,11,11,3,8,0,11,11,0,0,0,0,1,0,0,0,.4545454681,.5454545617,.2727272809,.6363636255,.0909090936
Fiji_Neal,UMIC,Interview,Female,65,3,0,1,8,0,0,1,7,7,3,4,0,7,7,0,0,0,0,1,0,0,0,.4285714328,.571428597,.571428597,.4285714328,0
Fiji_Neal,UMIC,Interview,Female,47,2,0,1,6,0,0,1,5,5,3,2,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.400000006,.400000006,.200000003
Fiji_Neal,UMIC,Interview,Female,42,2,0,1,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.75,.25,.25,.75,0
Fiji_Neal,UMIC,Interview,Female,35,2,0,1,7,0,0,1,6,6,5,1,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.5,.3333333433,.1666666716
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.8000000119,.200000003,0
Fiji_Neal,UMIC,Interview,Female,24,2,0,1,14,0,0,1,13,13,5,8,0,13,13,0,0,0,0,1,0,0,0,.4615384638,.538461566,.3846153915,.538461566,.0769230798
Fiji_Neal,UMIC,Interview,Female,28,2,0,1,14,0,0,1,13,13,5,8,0,13,13,0,0,0,0,1,0,0,0,.4615384638,.538461566,.3846153915,.538461566,.0769230798
Fiji_Neal,UMIC,Interview,Female,28,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.8000000119,0,.200000003
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,0,1,0,0,9,0,0,1,10,10,9,1,0,10,10,0,0,0,0,1,0,0,0,.200000003,.8000000119,.200000003,.6999999881,.1000000015
Fiji_Neal,UMIC,Interview,Female,0,1,0,0,10,0,0,1,14,14,14,0,5,9,13,0,0,0,1,.928571403,0,0,.0714285746,.4285714328,.571428597,.1428571492,.5,.3571428657
Fiji_Neal,UMIC,Interview,Male,63,2,0,1,7,0,1,1,6,6,3,3,0,6,6,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.5,.1666666716
Fiji_Neal,UMIC,Interview,Male,27,2,0,1,6,0,1,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.400000006,.400000006,.200000003
Fiji_Neal,UMIC,Interview,Female,45,2,0,1,6,0,0,1,5,5,4,1,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.400000006,.6000000238,0
Fiji_Neal,UMIC,Interview,Female,34,2,0,1,7,0,0,1,6,6,3,3,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,26,2,0,1,7,0,0,1,6,6,3,3,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,31,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.75,.25,0
Fiji_Neal,UMIC,Interview,Male,49,2,0,1,5,0,1,1,7,7,4,3,3,4,4,0,0,0,3,.571428597,0,0,.4285714328,.2857142985,.7142857313,.2857142985,.7142857313,0
Fiji_Neal,UMIC,Interview,Female,41,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.5,.25,.25
Fiji_Neal,UMIC,Interview,Female,35,2,0,1,7,0,0,1,6,6,3,3,0,6,6,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.5,.1666666716
Fiji_Neal,UMIC,Interview,Female,34,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.25,.75,.5,.25,.25
Fiji_Neal,UMIC,Interview,Female,0,1,0,0,7,0,0,1,6,6,6,0,0,6,6,0,0,0,0,1,0,0,0,.5,.5,.6666666865,.1666666716,.1666666716
Fiji_Neal,UMIC,Interview,Female,39,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Male,55,2,0,1,4,0,1,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,0,1,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,33,2,0,1,9,0,0,1,8,8,6,2,0,8,8,0,0,0,0,1,0,0,0,.625,.375,.625,.375,0
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,8,0,0,1,7,7,3,4,0,7,7,0,0,0,0,1,0,0,0,.571428597,.4285714328,.2857142985,.571428597,.1428571492
Fiji_Neal,UMIC,Interview,Female,40,2,0,1,7,0,1,1,6,6,6,0,0,6,6,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,40,2,0,1,8,0,1,1,7,7,5,2,0,7,7,0,0,0,0,1,0,0,0,.4285714328,.571428597,.2857142985,.571428597,.1428571492
Fiji_Neal,UMIC,Interview,Male,51,2,0,1,5,0,1,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,.25,.75,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,70,3,0,1,5,0,0,1,4,4,2,2,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,23,2,0,1,5,0,0,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.25,.75,0
Fiji_Neal,UMIC,Interview,Female,40,2,0,1,6,0,1,1,5,5,3,2,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.200000003,.6000000238,.200000003
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,13,0,0,1,13,13,8,5,0,13,12,0,0,0,1,.9230769277,0,0,.0769230798,.4615384638,.538461566,.2307692319,.6153846383,.1538461596
Fiji_Neal,UMIC,Interview,Female,48,2,0,1,7,0,0,1,6,6,3,3,0,6,6,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.3333333433,.5,.1666666716
Fiji_Neal,UMIC,Interview,Female,57,2,0,1,7,0,0,1,6,6,2,4,0,6,6,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.3333333433,.5,.1666666716
Fiji_Neal,UMIC,Interview,Female,16,2,1,0,7,1,0,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.3333333433,.3333333433,.3333333433
Fiji_Neal,UMIC,Interview,Female,22,2,0,1,4,0,0,1,3,3,2,1,0,3,3,0,0,0,0,1,0,0,0,1,0,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.25,.75,.5,.375,.125
Fiji_Neal,UMIC,Interview,Female,73,3,0,1,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.25,.75,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,4,0,0,1,5,5,3,2,2,3,3,0,0,0,2,.6000000238,0,0,.400000006,.200000003,.8000000119,.6000000238,.400000006,0
Fiji_Neal,UMIC,Interview,Male,54,2,0,1,6,0,0,1,5,5,3,2,0,5,5,0,0,0,0,1,0,0,0,.200000003,.8000000119,.400000006,.200000003,.400000006
Fiji_Neal,UMIC,Interview,Female,50,2,0,1,6,0,0,1,5,5,3,2,0,5,5,0,0,0,0,1,0,0,0,.400000006,.6000000238,.400000006,.200000003,.400000006
Fiji_Neal,UMIC,Interview,Female,40,2,0,1,8,0,0,1,7,7,4,3,0,7,7,0,0,0,0,1,0,0,0,.4285714328,.571428597,.4285714328,.4285714328,.1428571492
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.25,.75,.375,.5,.125
Fiji_Neal,UMIC,Interview,Female,47,2,0,1,6,0,0,1,5,5,2,3,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.200000003,.6000000238,.200000003
Fiji_Neal,UMIC,Interview,Female,21,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.200000003,.400000006,.400000006
Fiji_Neal,UMIC,Interview,Female,35,2,0,1,5,0,0,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,1,0,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,55,2,0,1,5,0,1,1,4,4,2,2,0,4,4,0,0,0,0,1,0,0,0,.25,.75,.5,0,.5
Fiji_Neal,UMIC,Interview,Male,82,3,0,1,5,0,0,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,0,1,.5,0,.5
Fiji_Neal,UMIC,Interview,Female,79,3,0,1,5,0,0,1,4,4,3,1,0,4,4,0,0,0,0,1,0,0,0,.25,.75,.5,0,.5
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,48,2,0,1,4,0,0,1,3,3,1,2,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,22,2,0,1,10,0,0,1,9,9,7,2,0,9,9,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.3333333433,.3333333433
Fiji_Neal,UMIC,Interview,Female,51,2,0,1,10,0,0,1,9,9,6,3,0,9,9,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.4444444478,.2222222239
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.3333333433,.3333333433
Fiji_Neal,UMIC,Interview,Female,26,2,0,1,7,0,0,1,6,6,2,4,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.1666666716,.5,.3333333433
Fiji_Neal,UMIC,Interview,Male,42,2,0,1,5,0,1,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.75,.25,0
Fiji_Neal,UMIC,Interview,Female,44,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.75,.25,0
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.75,.25,0
Fiji_Neal,UMIC,Interview,Female,26,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.75,.25,0
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.75,.25,0
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,4,0,0,1,7,7,4,3,0,7,3,0,0,0,4,.4285714328,0,0,.571428597,.2857142985,.7142857313,.2857142985,.4285714328,.2857142985
Fiji_Neal,UMIC,Interview,Male,45,2,0,1,7,0,1,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.1666666716,.5
Fiji_Neal,UMIC,Interview,Female,45,2,0,1,7,0,0,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.8333333135,.1666666716,.3333333433,.1666666716,.5
Fiji_Neal,UMIC,Interview,Female,21,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,7,0,0,1,6,6,6,0,0,6,6,0,0,0,0,1,0,0,0,.5,.5,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,26,2,0,1,9,0,0,1,11,11,6,5,0,11,8,0,0,0,3,.7272727489,0,0,.2727272809,.6363636255,.3636363745,.1818181872,.5454545617,.2727272809
Fiji_Neal,UMIC,Interview,Female,50,2,0,1,9,0,0,1,8,8,3,5,0,8,8,0,0,0,0,1,0,0,0,.75,.25,.25,.625,.125
Fiji_Neal,UMIC,Interview,Male,34,2,0,1,4,0,1,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,1,0,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,9,0,0,1,8,8,4,4,0,8,8,0,0,0,0,1,0,0,0,.625,.375,.375,.375,.25
Fiji_Neal,UMIC,Interview,Female,19,2,0,1,9,0,0,1,8,8,4,4,0,8,8,0,0,0,0,1,0,0,0,.625,.375,.375,.375,.25
Fiji_Neal,UMIC,Interview,Female,35,2,0,1,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.5,.5,.5,.25,.25
Fiji_Neal,UMIC,Interview,Female,24,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,23,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,28,2,0,1,9,0,1,1,8,8,3,5,0,8,8,0,0,0,0,1,0,0,0,.5,.5,.625,.375,0
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.3333333433,.3333333433,.3333333433
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.75,.25,0
Fiji_Neal,UMIC,Interview,Female,28,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,.5,.5,0
Fiji_Neal,UMIC,Interview,Male,35,2,0,1,3,0,1,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,25,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,.5,.5,0
Fiji_Neal,UMIC,Interview,Male,65,3,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,21,2,0,1,4,0,0,1,3,3,2,1,0,3,3,0,0,0,0,1,0,0,0,1,0,.3333333433,.3333333433,.3333333433
Fiji_Neal,UMIC,Interview,Female,33,2,0,1,6,0,0,1,5,5,5,0,0,5,5,0,0,0,0,1,0,0,0,.6000000238,.400000006,.8000000119,.200000003,0
Fiji_Neal,UMIC,Interview,Female,22,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,23,2,0,1,4,0,0,1,3,3,2,1,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,0,1,0,0,9,0,0,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.375,.625,.25,.625,.125
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,22,2,0,1,5,0,0,1,4,4,2,2,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.25,.5,.25
Fiji_Neal,UMIC,Interview,Male,29,2,0,1,5,0,1,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.25,.75,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,59,2,0,1,5,0,0,1,4,4,4,0,0,4,4,0,0,0,0,1,0,0,0,.5,.5,.25,.75,0
Fiji_Neal,UMIC,Interview,Female,32,2,0,1,7,0,0,1,6,6,5,1,0,6,6,0,0,0,0,1,0,0,0,.1666666716,.8333333135,.6666666865,.3333333433,0
Fiji_Neal,UMIC,Interview,Female,53,2,0,1,5,0,0,1,4,4,2,2,0,4,4,0,0,0,0,1,0,0,0,.75,.25,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,21,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,.5,.5,0
Fiji_Neal,UMIC,Interview,Female,46,2,0,1,9,0,0,1,8,8,4,4,0,8,8,0,0,0,0,1,0,0,0,.5,.5,.25,.625,.125
Fiji_Neal,UMIC,Interview,Female,20,2,0,1,9,0,1,1,8,8,5,3,0,8,8,0,0,0,0,1,0,0,0,.5,.5,.25,.5,.25
Fiji_Neal,UMIC,Interview,Female,30,2,0,1,7,0,0,1,6,6,2,4,0,6,6,0,0,0,0,1,0,0,0,.5,.5,.5,.1666666716,.3333333433
Fiji_Neal,UMIC,Interview,Male,0,1,0,0,4,0,0,1,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.6666666865,.3333333433,.3333333433,.6666666865,0
Fiji_Neal,UMIC,Interview,Female,57,2,0,1,7,0,0,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.5,.5,.5,.3333333433,.1666666716
Fiji_Neal,UMIC,Interview,Male,55,2,0,1,7,0,0,1,6,6,4,2,0,6,6,0,0,0,0,1,0,0,0,.3333333433,.6666666865,.5,.3333333433,.1666666716
Fiji_Neal,UMIC,Interview,Male,57,2,0,1,8,0,0,1,7,7,3,4,0,7,7,0,0,0,0,1,0,0,0,.2857142985,.7142857313,.2857142985,.571428597,.1428571492
