study,income,method,part_gender,part_age,age3cat,aged_5_to_18,aged_over_18,hh_size,student,employment,weekday,tot_contacts,tot_contacts_no_add,tot_phys,tot_nonphys,tot_dur_under_1hr,tot_dur_1hr_plus,tot_home,tot_school,tot_work,tot_work_no_additional,tot_other,prop_home,prop_school,prop_work,prop_other,prop_cont_male,prop_cont_female,prop_cont_age1,prop_cont_age2,prop_cont_age3
Belgium_Mossong,HIC,Diary,Female,59,2,0,1,2,0,0,1,8,8,4,4,7,1,1,0,0,0,7,.125,0,0,.875,.5,.5,0,0,1
Belgium_Mossong,HIC,Diary,Male,50,2,0,1,3,0,1,1,14,14,2,12,11,3,2,0,12,12,0,.1428571492,0,.8571428657,0,.571428597,.4285714328,0,.25,.75
Belgium_Mossong,HIC,Diary,Male,11,1,1,0,4,1,0,0,20,20,17,3,13,7,10,10,0,0,3,.4347825944,.4347825944,0,.1304347813,.4499999881,.5500000119,.3125,.5,.1875
Belgium_Mossong,HIC,Diary,Female,54,2,0,1,2,0,1,1,11,11,1,10,6,5,1,0,1,1,9,.0909090936,0,.0909090936,.8181818128,.6363636255,.3636363745,.2222222239,.1111111119,.6666666865
Belgium_Mossong,HIC,Diary,Female,32,2,0,1,4,0,1,1,18,18,10,8,8,10,12,6,0,0,0,.6666666865,.3333333433,0,0,.3333333433,.6666666865,.1666666716,.5833333135,.25
Belgium_Mossong,HIC,Diary,Female,49,2,0,1,4,0,1,1,8,8,5,3,4,4,2,0,0,0,6,.25,0,0,.75,.625,.375,0,.1428571492,.8571428657
Belgium_Mossong,HIC,Diary,Female,41,2,0,1,3,0,1,1,8,8,4,4,6,2,2,0,0,0,6,.25,0,0,.75,.25,.75,.5,0,.5
Belgium_Mossong,HIC,Diary,Female,60,2,0,1,1,0,1,1,11,11,4,7,10,1,5,0,4,4,7,.3125,0,.25,.4375,.0909090936,.9090909362,.25,.25,.5
Belgium_Mossong,HIC,Diary,Male,28,2,0,1,2,0,1,1,15,15,3,12,13,2,0,0,15,15,0,0,0,1,0,.5333333611,.4666666687,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,54,2,0,1,3,0,0,1,6,6,1,5,4,2,2,0,0,0,4,.3333333433,0,0,.6666666865,.5,.5,0,.25,.75
Belgium_Mossong,HIC,Diary,Female,39,2,0,1,4,0,1,1,15,15,5,10,12,3,4,0,6,6,5,.2666666806,0,.400000006,.3333333433,.7333333492,.2666666806,0,.5333333611,.4666666687
Belgium_Mossong,HIC,Diary,Female,54,2,0,1,3,0,0,1,7,7,2,5,6,1,7,0,0,0,0,1,0,0,0,.571428597,.4285714328,0,.400000006,.6000000238
Belgium_Mossong,HIC,Diary,Female,47,2,0,1,3,0,1,0,6,6,0,4,1,5,2,0,0,0,4,.3333333433,0,0,.6666666865,.1666666716,.8333333135,0,.5,.5
Belgium_Mossong,HIC,Diary,Female,43,2,0,1,4,0,0,0,13,13,6,7,10,3,4,0,0,0,10,.2857142985,0,0,.7142857313,.3076923192,.6923077106,0,.5,.5
Belgium_Mossong,HIC,Diary,Female,69,3,0,1,2,0,0,1,5,5,2,3,3,2,0,0,0,0,5,0,0,0,1,.6000000238,.400000006,0,.200000003,.8000000119
Belgium_Mossong,HIC,Diary,Female,66,3,0,1,2,0,0,0,17,17,11,6,8,9,6,0,0,0,11,.3529411852,0,0,.6470588446,.5882353187,.4117647111,.4166666567,.4166666567,.1666666716
Belgium_Mossong,HIC,Diary,Female,53,2,0,1,2,0,1,1,7,7,2,5,6,1,2,0,2,2,3,.2857142985,0,.2857142985,.4285714328,.4285714328,.571428597,0,0,1
Belgium_Mossong,HIC,Diary,Male,34,2,0,1,3,0,1,1,11,11,2,9,4,7,2,0,8,8,1,.1818181872,0,.7272727489,.0909090936,.4545454681,.5454545617,.125,.5,.375
Belgium_Mossong,HIC,Diary,Female,58,2,0,1,1,0,0,1,9,9,9,0,3,6,6,0,0,0,3,.6666666865,0,0,.3333333433,.4444444478,.555555582,0,.8000000119,.200000003
Belgium_Mossong,HIC,Diary,Female,55,2,0,1,3,0,1,1,59,59,7,52,22,5,6,0,49,49,4,.1016949117,0,.8305084705,.0677966103,.7288135886,.2711864412,.4166666567,.527777791,.055555556
Belgium_Mossong,HIC,Diary,Female,49,2,0,1,6,0,1,1,25,25,21,4,11,14,8,0,17,17,0,.3199999928,0,.6800000072,0,.5199999809,.4799999893,1,0,0
Belgium_Mossong,HIC,Diary,Male,24,2,0,1,2,0,1,1,13,13,9,4,10,3,1,0,9,9,3,.0769230798,0,.6923077106,.2307692319,.6153846383,.3846153915,0,.875,.125
Belgium_Mossong,HIC,Diary,Female,50,2,0,1,2,0,0,1,2,2,1,1,2,0,2,0,0,0,1,.6666666865,0,0,.3333333433,.5,.5,NA,NA,NA
Belgium_Mossong,HIC,Diary,Male,61,2,0,1,3,0,1,0,5,5,5,0,0,5,5,0,0,0,1,.8333333135,0,0,.1666666716,.6000000238,.400000006,.200000003,.6000000238,.200000003
Belgium_Mossong,HIC,Diary,Female,41,2,0,1,5,0,0,1,11,11,9,2,7,4,4,0,0,0,11,.2666666806,0,0,.7333333492,.3636363745,.6363636255,.2222222239,.555555582,.2222222239
Belgium_Mossong,HIC,Diary,Female,53,2,0,1,2,0,0,0,11,11,9,2,9,2,3,0,0,0,8,.2727272809,0,0,.7272727489,.2727272809,.7272727489,0,0,1
Belgium_Mossong,HIC,Diary,Male,56,2,0,1,4,0,1,1,12,12,4,8,6,6,3,0,0,0,9,.25,0,0,.75,.75,.25,0,.6666666865,.3333333433
Belgium_Mossong,HIC,Diary,Female,55,2,0,1,4,0,1,1,11,11,8,3,7,4,2,0,0,0,9,.1818181872,0,0,.8181818128,.4545454681,.5454545617,0,.3333333433,.6666666865
Belgium_Mossong,HIC,Diary,Female,29,2,0,1,3,0,1,0,14,14,8,6,14,0,0,0,8,8,6,0,0,.571428597,.4285714328,.571428597,.4285714328,0,1,0
Belgium_Mossong,HIC,Diary,Male,61,2,0,1,2,0,0,1,16,16,10,6,12,4,4,0,0,0,12,.25,0,0,.75,.625,.375,.1428571492,.1428571492,.7142857313
Belgium_Mossong,HIC,Diary,Female,45,2,0,1,4,0,1,1,28,28,22,6,18,10,13,0,13,13,2,.4642857015,0,.4642857015,.0714285746,.3928571343,.6071428657,.5,.25,.25
Belgium_Mossong,HIC,Diary,Male,69,3,0,1,2,0,0,1,18,18,12,6,9,9,9,6,0,0,3,.5,.3333333433,0,.1666666716,.6111111045,.3888888955,.375,.1875,.4375
Belgium_Mossong,HIC,Diary,Female,1,1,0,0,3,0,NA,0,8,8,6,2,2,6,2,0,0,0,7,.2222222239,0,0,.777777791,.5,.5,.200000003,.400000006,.400000006
Belgium_Mossong,HIC,Diary,NA,56,2,0,1,2,0,0,1,9,9,3,6,7,2,1,0,0,0,8,.1111111119,0,0,.8888888955,.4444444478,.555555582,0,.2222222239,.777777791
Belgium_Mossong,HIC,Diary,Male,14,1,1,0,4,1,0,1,9,9,3,6,1,8,3,6,0,0,0,.3333333433,.6666666865,0,0,.777777791,.2222222239,.75,.125,.125
Belgium_Mossong,HIC,Diary,Female,68,3,0,1,2,0,0,1,14,14,14,0,2,12,1,0,0,0,13,.0714285746,0,0,.928571403,.0714285746,.928571403,0,0,1
Belgium_Mossong,HIC,Diary,Male,63,2,0,1,2,0,1,1,7,7,6,1,5,2,6,0,1,1,0,.8571428657,0,.1428571492,0,.571428597,.4285714328,0,.571428597,.4285714328
Belgium_Mossong,HIC,Diary,Female,48,2,0,1,2,0,0,1,16,16,5,11,14,2,2,0,0,0,14,.125,0,0,.875,.1875,.8125,0,.3333333433,.6666666865
Belgium_Mossong,HIC,Diary,Male,29,2,0,1,5,0,0,1,23,23,9,14,13,10,5,2,0,0,20,.1851851791,.0740740746,0,.7407407165,.5217391253,.4782608747,.055555556,.1666666716,.777777791
Belgium_Mossong,HIC,Diary,Female,13,1,1,0,6,1,0,1,49,49,21,28,38,11,10,31,0,0,8,.2040816396,.6326530576,0,.1632653028,.3469387889,.6530612111,.8000000119,.200000003,0
Belgium_Mossong,HIC,Diary,Female,39,2,0,1,5,0,1,1,26,26,11,15,22,4,7,0,0,0,20,.2592592537,0,0,.7407407165,.538461566,.4615384638,.6666666865,.2222222239,.1111111119
Belgium_Mossong,HIC,Diary,Male,60,2,0,1,2,0,0,1,10,10,2,8,9,1,7,0,0,0,3,.6999999881,0,0,.3000000119,.400000006,.6000000238,0,.200000003,.8000000119
Belgium_Mossong,HIC,Diary,Male,43,2,0,1,3,0,1,1,22,22,22,0,21,1,3,0,17,17,2,.1363636404,0,.7727272511,.0909090936,.5,.5,.1111111119,.555555582,.3333333433
Belgium_Mossong,HIC,Diary,Female,35,2,0,1,5,0,1,1,37,37,23,14,31,6,5,17,5,5,10,.1351351291,.4594594538,.1351351291,.2702702582,.2702702582,.729729712,.8235294223,.1764705926,0
Belgium_Mossong,HIC,Diary,Female,60,2,0,1,2,0,1,1,10,10,6,4,6,4,4,0,4,4,2,.400000006,0,.400000006,.200000003,.5,.5,.25,.25,.5
Belgium_Mossong,HIC,Diary,Male,37,2,0,1,4,0,1,1,6,6,3,3,3,3,3,0,0,0,3,.5,0,0,.5,.1666666716,.8333333135,.6666666865,.3333333433,0
Belgium_Mossong,HIC,Diary,Male,68,3,0,1,1,0,0,1,4,4,4,0,0,4,1,0,0,0,3,.25,0,0,.75,.25,.75,0,.75,.25
Belgium_Mossong,HIC,Diary,Female,43,2,0,1,3,0,0,0,12,12,6,6,6,6,6,0,0,0,6,.5,0,0,.5,.4166666567,.5833333135,.1666666716,.3333333433,.5
Belgium_Mossong,HIC,Diary,Male,29,2,0,1,3,0,1,1,16,16,0,16,6,10,2,0,4,4,10,.125,0,.25,.625,.4375,.5625,0,.5,.5
Belgium_Mossong,HIC,Diary,Male,27,2,0,1,2,0,1,1,4,4,3,1,1,3,4,0,0,0,0,1,0,0,0,1,0,0,1,0
Belgium_Mossong,HIC,Diary,Female,48,2,0,1,4,0,1,0,6,6,1,5,4,2,2,0,0,0,4,.3333333433,0,0,.6666666865,.3333333433,.6666666865,0,.5,.5
Belgium_Mossong,HIC,Diary,Male,33,2,0,1,3,0,1,1,14,14,1,13,6,8,3,0,8,8,6,.1764705926,0,.470588237,.3529411852,.7142857313,.2857142985,0,.6666666865,.3333333433
Belgium_Mossong,HIC,Diary,Female,36,2,0,1,4,0,0,1,14,14,6,8,11,3,8,3,0,0,3,.571428597,.2142857164,0,.2142857164,.4285714328,.571428597,.7142857313,.2857142985,0
Belgium_Mossong,HIC,Diary,Female,42,2,0,1,3,0,0,1,3,3,1,2,1,2,2,0,0,0,1,.6666666865,0,0,.3333333433,1,0,0,1,0
Belgium_Mossong,HIC,Diary,Female,38,2,0,1,4,0,1,1,14,14,7,7,8,6,7,0,5,5,2,.5,0,.3571428657,.1428571492,.3571428657,.6428571343,.3333333433,.3333333433,.3333333433
Belgium_Mossong,HIC,Diary,Female,62,2,0,1,3,0,0,0,7,7,3,4,2,5,5,0,0,0,2,.7142857313,0,0,.2857142985,.571428597,.4285714328,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,47,2,0,1,3,0,1,0,4,4,0,4,3,1,3,0,0,0,1,.75,0,0,.25,.5,.5,0,1,0
Belgium_Mossong,HIC,Diary,Female,57,2,0,1,3,0,0,1,7,7,4,3,2,5,3,0,0,0,4,.4285714328,0,0,.571428597,.4285714328,.571428597,0,.3333333433,.6666666865
Belgium_Mossong,HIC,Diary,Male,70,3,0,1,2,0,0,1,21,21,18,3,10,11,0,0,0,0,21,0,0,0,1,.5238095522,.4761904776,.0476190485,.4761904776,.4761904776
Belgium_Mossong,HIC,Diary,Female,55,2,0,1,1,0,0,1,9,9,2,7,3,6,0,0,0,0,9,0,0,0,1,.1111111119,.8888888955,0,0,1
Belgium_Mossong,HIC,Diary,Male,32,2,0,1,1,0,1,1,20,20,12,8,14,6,5,0,5,5,10,.25,0,.25,.5,.400000006,.6000000238,.1875,.5,.3125
Belgium_Mossong,HIC,Diary,Female,18,2,1,0,6,1,0,1,19,19,14,5,12,7,4,6,0,0,10,.200000003,.3000000119,0,.5,.4210526347,.5789473653,0,.9333333373,.0666666701
Belgium_Mossong,HIC,Diary,Female,32,2,0,1,3,0,1,1,19,19,12,7,14,5,5,0,14,14,0,.2631579041,0,.7368420959,0,.3157894611,.6842105389,.0714285746,.3571428657,.571428597
Belgium_Mossong,HIC,Diary,Male,8,1,1,0,5,1,NA,1,12,12,11,1,0,12,5,7,0,0,4,.3125,.4375,0,.25,.5833333135,.4166666567,.7272727489,.1818181872,.0909090936
Belgium_Mossong,HIC,Diary,Male,75,3,0,1,1,0,0,1,2,2,0,2,1,1,1,0,0,0,1,.5,0,0,.5,.5,.5,0,0,1
Belgium_Mossong,HIC,Diary,Female,81,3,0,1,1,0,0,0,4,4,1,3,3,1,1,0,0,0,3,.25,0,0,.75,.5,.5,0,0,1
Belgium_Mossong,HIC,Diary,Male,8,1,1,0,4,0,NA,0,6,6,5,1,3,3,3,0,0,0,3,.5,0,0,.5,.6666666865,.3333333433,.3333333433,.3333333433,.3333333433
Belgium_Mossong,HIC,Diary,Male,23,2,0,1,4,1,0,1,17,17,8,9,14,3,4,0,0,0,13,.2352941185,0,0,.7647058964,.4117647111,.5882353187,0,.8000000119,.200000003
Belgium_Mossong,HIC,Diary,Female,45,2,0,1,1,0,1,1,6,6,4,2,4,2,3,1,2,2,0,.5,.1666666716,.3333333433,0,.3333333433,.6666666865,NA,NA,NA
Belgium_Mossong,HIC,Diary,Male,24,2,0,1,4,0,1,1,16,16,16,0,11,5,1,0,15,15,2,.055555556,0,.8333333135,.1111111119,.9375,.0625,0,.8000000119,.200000003
Belgium_Mossong,HIC,Diary,Female,57,2,0,1,3,0,1,1,9,9,4,5,1,8,3,0,5,5,2,.3000000119,0,.5,.200000003,.777777791,.2222222239,0,.6666666865,.3333333433
Belgium_Mossong,HIC,Diary,Female,71,3,0,1,2,0,0,0,2,2,0,2,0,2,2,0,0,0,0,1,0,0,0,.5,.5,0,0,1
Belgium_Mossong,HIC,Diary,Female,56,2,0,1,3,0,0,1,8,8,3,5,7,1,2,0,0,0,6,.25,0,0,.75,.375,.625,0,.3333333433,.6666666865
Belgium_Mossong,HIC,Diary,Male,23,2,0,1,4,0,1,0,18,18,8,10,13,5,3,0,3,3,12,.1666666716,0,.1666666716,.6666666865,.777777791,.2222222239,0,1,0
Belgium_Mossong,HIC,Diary,Female,52,2,0,1,3,0,0,1,21,21,15,6,11,10,7,0,0,0,14,.3333333433,0,0,.6666666865,.571428597,.4285714328,0,.2352941185,.7647058964
Belgium_Mossong,HIC,Diary,Female,61,2,0,1,1,0,0,0,11,11,7,4,9,2,1,0,0,0,10,.0909090936,0,0,.9090909362,.4545454681,.5454545617,NA,NA,NA
Belgium_Mossong,HIC,Diary,Male,54,2,0,1,4,0,1,1,26,26,2,24,23,3,2,0,17,17,7,.0769230798,0,.6538461447,.269230783,.5,.5,0,.3333333433,.6666666865
Belgium_Mossong,HIC,Diary,Female,47,2,0,1,5,0,1,1,11,11,5,6,7,4,4,0,5,5,2,.3636363745,0,.4545454681,.1818181872,.4545454681,.5454545617,.0909090936,.2727272809,.6363636255
Belgium_Mossong,HIC,Diary,Female,39,2,0,1,4,0,1,1,14,14,5,9,9,5,8,3,0,0,3,.571428597,.2142857164,0,.2142857164,.5,.5,.2857142985,.1428571492,.571428597
Belgium_Mossong,HIC,Diary,Male,55,2,0,1,2,0,1,1,40,40,24,16,31,9,1,7,25,25,7,.0250000004,.174999997,.625,.174999997,.6999999881,.3000000119,0,.1481481493,.8518518806
Belgium_Mossong,HIC,Diary,Female,52,2,0,1,2,0,1,1,24,24,3,21,2,22,3,0,16,16,5,.125,0,.6666666865,.2083333284,.0833333358,.9166666865,0,.4545454681,.5454545617
Belgium_Mossong,HIC,Diary,Male,56,2,0,1,1,0,0,1,3,3,0,3,0,3,0,0,0,0,3,0,0,0,1,.6666666865,.3333333433,.3333333433,0,.6666666865
Belgium_Mossong,HIC,Diary,Female,54,2,0,1,4,0,0,1,10,10,6,4,8,2,2,0,0,0,9,.1818181872,0,0,.8181818128,.8000000119,.200000003,0,1,0
Belgium_Mossong,HIC,Diary,Male,57,2,0,1,4,0,0,0,3,3,3,0,0,3,3,0,0,0,0,1,0,0,0,.3333333433,.6666666865,0,.6666666865,.3333333433
Belgium_Mossong,HIC,Diary,Female,62,2,0,1,2,0,0,1,4,4,4,0,1,3,4,0,0,0,0,1,0,0,0,.75,.25,.25,.5,.25
Belgium_Mossong,HIC,Diary,Male,75,3,0,1,2,0,0,1,2,2,0,2,2,0,0,0,0,0,2,0,0,0,1,.5,.5,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,56,2,0,1,1,0,1,1,22,22,16,5,5,16,1,0,2,2,18,.0476190485,0,.095238097,.8571428657,.3333333433,.6666666865,0,.5,.5
Belgium_Mossong,HIC,Diary,Male,44,2,0,1,1,0,1,1,25,25,11,14,21,4,3,0,18,18,4,.1199999973,0,.7200000286,.1599999964,.6000000238,.400000006,0,.2857142985,.7142857313
Belgium_Mossong,HIC,Diary,Male,20,2,0,1,4,1,0,0,35,35,20,15,26,9,7,6,0,0,22,.200000003,.1714285761,0,.6285714507,.6000000238,.400000006,.5,.3333333433,.1666666716
Belgium_Mossong,HIC,Diary,Female,26,2,0,1,2,0,1,1,13,13,4,9,7,6,4,0,9,9,0,.3076923192,0,.6923077106,0,.3076923192,.6923077106,.4444444478,.3333333433,.2222222239
Belgium_Mossong,HIC,Diary,Female,34,2,0,1,1,0,1,1,15,15,1,14,6,9,1,0,10,10,4,.0666666701,0,.6666666865,.2666666806,.6000000238,.400000006,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,46,2,0,1,3,0,0,1,8,8,1,7,7,1,2,0,0,0,6,.25,0,0,.75,.5,.5,0,.6666666865,.3333333433
Belgium_Mossong,HIC,Diary,Female,75,3,0,1,2,0,0,1,4,4,2,2,3,1,4,0,0,0,0,1,0,0,0,.25,.75,0,.25,.75
Belgium_Mossong,HIC,Diary,Female,12,1,1,0,3,1,0,0,11,11,7,4,4,7,2,0,0,0,9,.1818181872,0,0,.8181818128,.5454545617,.4545454681,.2727272809,.4545454681,.2727272809
Belgium_Mossong,HIC,Diary,Female,62,2,0,1,4,0,0,0,7,7,5,2,2,5,3,0,0,0,4,.4285714328,0,0,.571428597,.4285714328,.571428597,0,.2857142985,.7142857313
Belgium_Mossong,HIC,Diary,Female,54,2,0,1,3,0,0,1,9,9,5,4,4,5,2,0,0,0,7,.2222222239,0,0,.777777791,.555555582,.4444444478,.2222222239,0,.777777791
Belgium_Mossong,HIC,Diary,Female,48,2,0,1,3,0,0,1,8,8,8,0,1,7,2,0,0,0,6,.25,0,0,.75,.25,.75,0,.625,.375
Belgium_Mossong,HIC,Diary,Male,5,1,1,0,4,0,NA,0,7,7,4,3,4,3,3,0,0,0,7,.3000000119,0,0,.6999999881,.2857142985,.7142857313,.571428597,.4285714328,0
Belgium_Mossong,HIC,Diary,Male,39,2,0,1,4,0,1,1,26,26,17,9,14,12,11,0,5,5,10,.4230769277,0,.1923076957,.3846153915,.6538461447,.3461538553,1,0,0
Belgium_Mossong,HIC,Diary,Female,63,2,0,1,3,0,0,1,5,5,3,2,3,2,1,0,0,0,4,.200000003,0,0,.8000000119,.200000003,.8000000119,0,0,1
Belgium_Mossong,HIC,Diary,Male,32,2,0,1,3,0,1,0,25,25,2,23,1,24,2,0,19,19,4,.0799999982,0,.7599999905,.1599999964,.8799999952,.1199999973,.5,.5,0
Belgium_Mossong,HIC,Diary,Female,30,2,0,1,3,0,1,1,4,4,3,1,2,2,2,0,0,0,2,.5,0,0,.5,.25,.75,.3333333433,.3333333433,.3333333433
Belgium_Mossong,HIC,Diary,Female,22,2,0,1,5,0,1,1,13,13,6,7,10,3,4,0,9,9,0,.3076923192,0,.6923077106,0,.3846153915,.6153846383,0,.7142857313,.2857142985
Belgium_Mossong,HIC,Diary,Female,43,2,0,1,3,0,1,1,12,12,3,9,8,4,3,0,2,2,7,.25,0,.1666666716,.5833333135,.4166666567,.5833333135,.3333333433,.5,.1666666716
Belgium_Mossong,HIC,Diary,Female,54,2,0,1,2,0,1,0,15,15,0,15,4,11,0,0,15,15,0,0,0,1,0,.7333333492,.2666666806,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,55,2,0,1,3,0,0,1,7,7,4,3,4,3,2,0,0,0,5,.2857142985,0,0,.7142857313,.2857142985,.7142857313,0,.5,.5
Belgium_Mossong,HIC,Diary,Female,23,2,0,1,4,0,1,1,12,12,7,5,12,0,0,0,0,0,12,0,0,0,1,.3333333433,.6666666865,0,1,0
Belgium_Mossong,HIC,Diary,Female,33,2,0,1,5,0,1,1,19,19,7,12,15,4,4,3,6,6,14,.1481481493,.1111111119,.2222222239,.5185185075,.5263158083,.4736842215,.5,.3333333433,.1666666716
Belgium_Mossong,HIC,Diary,Female,2,1,0,0,4,0,NA,0,5,5,4,1,1,4,4,0,0,0,1,.8000000119,0,0,.200000003,.400000006,.6000000238,.25,.5,.25
Belgium_Mossong,HIC,Diary,Female,5,1,1,0,4,1,NA,1,5,5,5,0,0,5,3,2,0,0,2,.4285714328,.2857142985,0,.2857142985,.200000003,.8000000119,.3333333433,.6666666865,0
Belgium_Mossong,HIC,Diary,Female,46,2,0,1,2,0,1,1,21,21,11,10,20,1,1,0,17,17,3,.0476190485,0,.8095238209,.1428571492,.4761904776,.5238095522,.3333333433,.6666666865,0
Belgium_Mossong,HIC,Diary,Male,66,3,0,1,2,0,1,1,8,8,1,7,7,1,8,0,0,0,0,1,0,0,0,.625,.375,0,.400000006,.6000000238
Belgium_Mossong,HIC,Diary,Male,48,2,0,1,4,0,1,1,9,9,4,5,2,7,3,0,6,6,0,.3333333433,0,.6666666865,0,.555555582,.4444444478,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,50,2,0,1,1,0,1,1,27,27,27,0,4,23,2,1,23,23,15,.048780486,.024390243,.5609756112,.3658536673,.592592597,.407407403,.0769230798,.3076923192,.6153846383
Belgium_Mossong,HIC,Diary,Female,50,2,0,1,3,0,0,1,15,15,15,0,1,14,2,0,0,0,13,.1333333403,0,0,.8666666746,.0666666701,.9333333373,.200000003,.1333333403,.6666666865
Belgium_Mossong,HIC,Diary,Male,55,2,0,1,2,0,1,0,17,17,12,5,2,15,1,0,14,14,2,.0588235296,0,.8235294223,.1176470593,.6470588446,.3529411852,0,0,1
Belgium_Mossong,HIC,Diary,Female,25,2,0,1,1,0,1,1,12,12,7,5,8,4,0,0,10,10,2,0,0,.8333333135,.1666666716,.6666666865,.3333333433,0,1,0
Belgium_Mossong,HIC,Diary,Female,18,2,1,0,4,1,0,1,25,25,20,5,5,20,1,4,0,0,22,.0370370373,.1481481493,0,.814814806,.6800000072,.3199999928,0,1,0
Belgium_Mossong,HIC,Diary,Female,45,2,0,1,4,0,1,1,4,4,1,3,4,0,1,1,0,0,2,.25,.25,0,.5,.75,.25,NA,NA,NA
Belgium_Mossong,HIC,Diary,Female,32,2,0,1,5,0,1,0,22,22,22,0,2,20,14,0,0,0,8,.6363636255,0,0,.3636363745,.5,.5,.2941176593,.6470588446,.0588235296
Belgium_Mossong,HIC,Diary,Male,34,2,0,1,1,0,1,1,10,10,7,3,3,7,2,0,5,5,3,.200000003,0,.5,.3000000119,.6999999881,.3000000119,0,.6999999881,.3000000119
Belgium_Mossong,HIC,Diary,Female,58,2,0,1,1,0,0,1,4,4,2,2,2,2,4,2,0,0,0,.6666666865,.3333333433,0,0,.75,.25,.5,.5,0
Belgium_Mossong,HIC,Diary,Male,68,3,0,1,2,0,0,0,7,7,6,1,1,6,4,0,0,0,3,.571428597,0,0,.4285714328,.571428597,.4285714328,.1666666716,.3333333433,.5
Belgium_Mossong,HIC,Diary,Female,39,2,0,1,2,0,0,1,9,9,2,7,7,2,5,0,0,0,4,.555555582,0,0,.4444444478,.6666666865,.3333333433,1,0,0
Belgium_Mossong,HIC,Diary,Male,19,2,0,1,4,0,1,1,2,2,2,0,1,1,1,0,1,1,0,.5,0,.5,0,.5,.5,0,0,1
Belgium_Mossong,HIC,Diary,Male,2,1,0,0,4,0,NA,0,7,7,7,0,4,3,2,0,0,0,7,.2222222239,0,0,.777777791,.2857142985,.7142857313,.5,.25,.25
Belgium_Mossong,HIC,Diary,Female,56,2,0,1,3,0,1,1,13,13,4,9,3,10,5,0,0,0,8,.3846153915,0,0,.6153846383,.538461566,.4615384638,0,.5,.5
Belgium_Mossong,HIC,Diary,Female,41,2,0,1,3,0,1,1,15,15,3,12,6,9,2,0,12,12,2,.125,0,.75,.125,.400000006,.6000000238,.0714285746,.4285714328,.5
Belgium_Mossong,HIC,Diary,Female,27,2,0,1,3,0,0,1,2,2,2,0,0,2,2,0,0,0,0,1,0,0,0,.5,.5,.5,.5,0
Belgium_Mossong,HIC,Diary,Female,23,2,0,1,3,0,1,1,12,12,2,10,10,2,2,4,6,6,3,.1333333403,.2666666806,.400000006,.200000003,.3333333433,.6666666865,0,.75,.25
Belgium_Mossong,HIC,Diary,Female,40,2,0,1,4,0,1,1,17,17,17,0,14,3,3,0,14,14,0,.1764705926,0,.8235294223,0,.470588237,.5294117928,.0588235296,.1176470593,.8235294223
